loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100772,B-500772,mortgage,2019-12-09,2049-12-09,589772.59,527145.12,6.20,360,KY,cash_out_refinance,C,1-3 years,30k-50k,current,0,Chase Home Lending,2026-06-18,2026-08-25,complete,portal_upload
L-100773,B-500773,mortgage,2020-03-18,2050-03-18,574958.17,524717.93,6.98,360,MN,cash_out_refinance,E,5-10 years,150k+,current,0,Chase Home Lending,2026-08-13,2026-08-13,complete,portal_upload
L-100774,B-500774,auto,2024-05-25,2034-05-25,173632.78,48290.51,6.62,120,NY,purchase,D,1-3 years,<30k,current,0,Mr. Cooper,2026-08-01,2026-08-05,complete,servicing_core
L-100775,B-500775,mortgage,2018-04-10,2033-04-10,440146.99,301012.12,5.24,180,OH,refinance,C,10+ years,<30k,current,0,First National,2026-06-06,2026-08-18,verified,servicing_core
L-100776,B-500776,mortgage,2021-10-16,2036-10-16,487478.40,267800.84,3.48,180,CA,debt_consolidation,E,< 1 year,30k-50k,current,0,Pennymac,2026-08-18,2026-08-15,verified,origination
L-100777,B-500777,personal,2019-09-19,2026-09-19,113004.26,94192.69,4.11,84,OK,home_improvement,B,< 1 year,100k-150k,current,0,Freedom Mortgage,2026-06-19,2026-08-12,complete,portal_upload
L-100778,B-500778,mortgage,2023-01-11,2038-01-11,135922.88,112069.49,6.37,180,MO,refinance,D,10+ years,150k+,current,0,Pennymac,2026-06-19,2026-08-22,complete,servicing_core
L-100779,B-500779,mortgage,2022-01-04,2052-01-04,389710.97,329812.09,5.32,360,CO,refinance,C,1-3 years,30k-50k,current,0,Pennymac,2026-06-24,2026-08-07,complete,legacy_crm
L-100780,B-500780,student,2023-05-15,2020-01-01,595667.84,120651.48,8.60,36,CO,refinance,B,1-3 years,<30k,current,0,Chase Home Lending,2026-07-10,2026-08-18,verified,servicing_core
L-100781,B-500781,personal,2019-06-25,2022-06-25,95622.60,88177.46,7.12,36,NC,home_improvement,E,< 1 year,150k+,current,0,Mr. Cooper,2026-06-02,2026-08-03,complete,origination
L-100782,B-500782,mortgage,2023-03-08,2043-03-08,192827.06,156033.18,7.09,240,SC,home_improvement,A,5-10 years,150k+,current,0,First National,2026-08-24,2026-08-24,complete,servicing_core
L-100783,B-500783,personal,2022-01-21,2025-01-21,246583.68,162542.25,4.18,36,GA,debt_consolidation,B,< 1 year,100k-150k,current,0,Chase Home Lending,2026-06-16,2026-08-03,verified,servicing_core
L-100784,B-500784,mortgage,2018-10-23,2033-10-23,322024.71,271281.07,8.45,180,NY,home_improvement,C,3-5 years,30k-50k,current,0,LoanCare,2026-07-01,2026-08-24,complete,servicing_core
L-100785,B-500785,student,2023-09-27,2033-09-27,391982.53,215796.70,6.32,120,MO,home_improvement,C,5-10 years,50k-75k,current,0,Freedom Mortgage,2026-06-27,2026-08-17,complete,servicing_core
L-100786,B-500786,commercial,2024-03-23,2029-03-23,375881.61,202861.52,3.31,60,GA,debt_consolidation,B,< 1 year,100k-150k,current,0,First National,2026-06-23,2026-08-18,verified,servicing_core
L-100787,B-500787,mortgage,2021-07-18,2036-07-18,197800.40,51120.48,4.84,180,FL,purchase,D,10+ years,75k-100k,current,0,Mr. Cooper,2026-06-11,2026-08-25,complete,legacy_crm
L-100788,B-500788,student,2019-12-02,2024-12-02,612883.16,236758.64,5.63,60,MI,home_improvement,C,5-10 years,30k-50k,current,0,Chase Home Lending,2026-06-28,2026-08-11,complete,origination
L-100789,B-500789,personal,2020-01-21,2027-01-21,321474.28,163217.18,4.00,84,IN,debt_consolidation,A,< 1 year,100k-150k,current,0,Wells Fargo Servicing,2026-06-21,2026-08-03,complete,servicing_core
L-100790,B-500790,mortgage,2023-05-15,2020-01-01,421336.41,316596.04,7.95,360,MD,cash_out_refinance,D,10+ years,50k-75k,current,0,Chase Home Lending,2026-06-22,2026-08-12,complete,legacy_crm
L-100791,B-500791,mortgage,2021-03-19,2041-03-19,591704.59,111623.26,8.33,240,IN,refinance,D,1-3 years,<30k,current,0,First National,2026-08-21,2026-08-11,verified,legacy_crm
L-100792,B-500792,mortgage,2024-05-21,2044-05-21,127677.74,109351.44,8.39,240,TN,debt_consolidation,E,< 1 year,75k-100k,current,0,First National,2026-07-05,2026-08-07,verified,origination
L-100793,B-500793,student,2018-09-09,2021-09-09,559746.75,467325.33,6.67,36,SC,home_improvement,B,5-10 years,30k-50k,current,0,Mr. Cooper,2026-08-15,2026-08-16,complete,origination
L-100794,B-500794,student,2018-12-18,2025-12-18,528605.09,301834.34,7.19,84,WA,debt_consolidation,A,3-5 years,150k+,delinquent,60,Wells Fargo Servicing,2026-08-03,2026-08-09,complete,servicing_core
L-100795,B-500795,auto,2020-12-18,2030-12-18,465856.25,377995.93,4.32,120,OR,cash_out_refinance,A,< 1 year,100k-150k,current,0,Chase Home Lending,2026-08-04,2026-08-11,complete,portal_upload
L-100796,B-500796,commercial,2024-02-15,2031-02-15,74276.77,13086.03,8.71,84,WI,refinance,E,10+ years,150k+,current,0,Wells Fargo Servicing,2026-07-05,2026-08-18,complete,servicing_core
L-100797,B-500797,mortgage,2018-11-10,2048-11-10,494050.75,311859.25,3.38,360,NJ,cash_out_refinance,D,10+ years,100k-150k,current,0,Mr. Cooper,2026-07-27,2026-08-20,complete,legacy_crm
L-100798,B-500798,student,2022-09-01,2032-09-01,480604.84,440938.25,5.92,120,AL,refinance,C,< 1 year,50k-75k,late,15,Mr. Cooper,2026-06-21,2026-08-06,complete,origination
L-100799,B-500799,commercial,2020-10-16,2025-10-16,227177.42,40409.82,6.98,60,VA,cash_out_refinance,A,3-5 years,75k-100k,current,0,First National,2026-08-16,2026-08-05,complete,origination
L-100800,B-500800,mortgage,2023-05-15,2020-01-01,193278.25,100498.35,6.26,360,FL,debt_consolidation,A,< 1 year,30k-50k,current,0,Rocket Servicing,2026-08-09,2026-08-24,verified,servicing_core
L-100801,B-500801,auto,2022-07-16,2032-07-16,79780.53,24873.15,6.43,120,MO,purchase,C,1-3 years,75k-100k,current,0,Wells Fargo Servicing,2026-08-26,2026-08-07,complete,portal_upload
L-100802,B-500802,mortgage,2021-05-13,2051-05-13,367103.10,227237.37,3.99,360,NJ,home_improvement,E,10+ years,50k-75k,current,0,LoanCare,2026-06-28,2026-08-08,complete,portal_upload
L-100803,B-500803,personal,2019-02-27,2024-02-27,265295.44,206196.48,5.40,60,OH,home_improvement,B,10+ years,30k-50k,current,0,Pennymac,2026-08-24,2026-08-22,verified,legacy_crm
L-100804,B-500804,personal,2024-09-07,2029-09-07,360259.19,306789.03,4.85,60,NC,cash_out_refinance,D,< 1 year,30k-50k,current,0,Mr. Cooper,2026-08-18,2026-08-24,complete,legacy_crm
L-100805,B-500805,student,2020-09-22,2023-09-22,388671.71,294281.55,5.43,36,CO,debt_consolidation,E,3-5 years,75k-100k,current,0,LoanCare,2026-06-10,2026-08-09,complete,origination
L-100806,B-500806,personal,2019-06-05,2029-06-05,317237.52,242609.96,4.89,120,OH,cash_out_refinance,B,10+ years,30k-50k,current,0,Rocket Servicing,2026-06-11,2026-08-07,complete,legacy_crm
L-100807,B-500807,personal,2018-11-21,2028-11-21,92448.63,18077.34,7.23,120,GA,debt_consolidation,B,5-10 years,<30k,current,0,Freedom Mortgage,2026-08-24,2026-08-07,complete,portal_upload
L-100808,B-500808,mortgage,2024-02-10,2039-02-10,332525.06,315337.92,6.35,180,NC,purchase,C,1-3 years,30k-50k,current,0,Wells Fargo Servicing,2026-07-19,2026-08-04,verified,origination
L-100809,B-500809,commercial,2019-08-24,2022-08-24,357832.79,314059.67,5.84,36,SC,purchase,C,5-10 years,100k-150k,current,0,Wells Fargo Servicing,2026-08-16,2026-08-01,complete,servicing_core
L-100810,B-500810,mortgage,2023-05-15,2020-01-01,231325.25,75868.08,8.52,240,LA,home_improvement,D,1-3 years,<30k,current,0,First National,2026-08-23,2026-08-21,verified,portal_upload
L-100811,B-500811,mortgage,2022-02-05,2052-02-05,272382.13,104927.76,7.28,360,MO,refinance,D,1-3 years,150k+,current,0,First National,2026-07-07,2026-08-11,verified,servicing_core
L-100812,B-500812,mortgage,2022-06-18,2042-06-18,494047.29,273549.92,3.58,240,OR,debt_consolidation,D,5-10 years,50k-75k,current,0,Rocket Servicing,2026-07-05,2026-08-05,complete,servicing_core
L-100813,B-500813,student,2019-05-22,2022-05-22,616043.19,493092.75,5.96,36,GA,debt_consolidation,D,3-5 years,100k-150k,current,0,First National,2026-08-10,2026-08-06,verified,portal_upload
L-100814,B-500814,mortgage,2022-11-22,2037-11-22,164236.89,151523.17,3.98,180,TX,debt_consolidation,B,10+ years,<30k,current,0,Pennymac,2026-06-16,2026-08-11,verified,legacy_crm
L-100815,B-500815,commercial,2024-07-25,2034-07-25,497456.95,80548.86,5.73,120,UT,purchase,C,3-5 years,30k-50k,current,0,First National,2026-06-04,2026-08-23,complete,servicing_core
L-100816,B-500816,commercial,2022-05-27,2032-05-27,259389.90,113651.76,6.98,120,KY,purchase,A,3-5 years,50k-75k,current,0,First National,2026-08-17,2026-08-17,complete,servicing_core
L-100817,B-500817,auto,2022-03-04,2027-03-04,164043.77,97582.65,8.19,60,AZ,home_improvement,A,10+ years,100k-150k,current,0,Wells Fargo Servicing,2026-08-15,2026-08-16,complete,origination
L-100818,B-500818,student,2023-07-04,2033-07-04,483659.83,279360.60,4.81,120,CT,purchase,A,3-5 years,50k-75k,current,0,LoanCare,2026-06-04,2026-08-12,complete,servicing_core
L-100819,B-500819,student,2022-11-01,2025-11-01,413834.55,264712.41,3.77,36,WI,purchase,B,3-5 years,<30k,late,25,First National,2026-07-13,2026-08-16,complete,origination
L-100820,B-500820,commercial,2023-05-15,2020-01-01,225270.81,146873.74,3.96,120,PA,refinance,D,5-10 years,<30k,delinquent,90,First National,2026-08-17,2026-08-17,verified,servicing_core
L-100821,B-500821,mortgage,2024-08-27,2054-08-27,339890.97,140531.19,8.51,360,LA,debt_consolidation,C,3-5 years,100k-150k,current,0,Rocket Servicing,2026-08-06,2026-08-04,verified,origination
L-100822,B-500822,mortgage,2019-09-21,2034-09-21,607871.59,535175.39,8.60,180,WA,refinance,A,5-10 years,<30k,current,0,LoanCare,2026-08-22,2026-08-16,complete,portal_upload
L-100823,B-500823,mortgage,2023-11-25,2038-11-25,382317.77,294291.73,5.00,180,FL,cash_out_refinance,B,1-3 years,150k+,current,0,First National,2026-07-17,2026-08-23,complete,legacy_crm
L-100824,B-500824,mortgage,2022-04-28,2042-04-28,258932.83,154191.02,3.89,240,TN,refinance,B,10+ years,150k+,current,0,Freedom Mortgage,2026-06-27,2026-08-13,complete,origination
L-100825,B-500825,auto,2021-08-01,2024-08-01,351912.27,71301.58,4.95,36,CT,purchase,D,5-10 years,100k-150k,current,0,First National,2026-06-14,2026-08-07,verified,portal_upload
L-100826,B-500826,mortgage,2020-12-08,2035-12-08,142325.34,42605.08,6.85,180,LA,refinance,B,3-5 years,100k-150k,current,0,Chase Home Lending,2026-08-16,2026-08-01,verified,servicing_core
L-100827,B-500827,mortgage,2018-03-14,2038-03-14,104324.36,75401.57,8.70,240,UT,debt_consolidation,D,10+ years,100k-150k,current,0,Mr. Cooper,2026-08-26,2026-08-04,verified,portal_upload
L-100828,B-500828,auto,2018-09-13,2028-09-13,625215.99,473239.11,6.83,120,MN,purchase,B,10+ years,30k-50k,current,0,Chase Home Lending,2026-08-02,2026-08-02,complete,legacy_crm
L-100829,B-500829,mortgage,2018-03-23,2038-03-23,318621.79,186475.03,4.16,240,CA,purchase,D,10+ years,<30k,current,0,Mr. Cooper,2026-08-04,2026-08-02,complete,legacy_crm
L-100830,B-500830,mortgage,2023-05-15,2020-01-01,570234.58,376400.30,4.01,180,CT,debt_consolidation,B,1-3 years,<30k,current,0,Wells Fargo Servicing,2026-07-05,2026-08-12,complete,origination
L-100831,B-500831,mortgage,2022-10-06,2042-10-06,91739.89,28731.22,4.55,240,MA,debt_consolidation,D,3-5 years,50k-75k,current,0,Pennymac,2026-08-01,2026-08-05,verified,legacy_crm
L-100832,B-500832,auto,2023-05-23,2028-05-23,352915.97,104073.44,3.69,60,PA,purchase,A,< 1 year,30k-50k,delinquent,60,Rocket Servicing,2026-06-17,2026-08-12,complete,origination
L-100833,B-500833,commercial,2023-01-12,2028-01-12,524898.76,375074.63,7.75,60,CT,debt_consolidation,E,3-5 years,50k-75k,current,0,Pennymac,2026-06-18,2026-08-10,complete,origination
L-100834,B-500834,mortgage,2019-04-10,2034-04-10,196469.28,162856.25,4.06,180,CA,cash_out_refinance,E,3-5 years,50k-75k,current,0,LoanCare,2026-07-01,2026-08-24,verified,portal_upload
L-100835,B-500835,mortgage,2020-09-15,2035-09-15,453033.65,301469.12,7.99,180,CT,home_improvement,E,3-5 years,100k-150k,current,0,Pennymac,2026-06-28,2026-08-01,complete,legacy_crm
L-100836,B-500836,mortgage,2019-07-01,2034-07-01,337817.10,114657.93,4.52,180,FL,home_improvement,A,5-10 years,150k+,current,0,Mr. Cooper,2026-08-08,2026-08-04,complete,portal_upload
L-100837,B-500837,mortgage,2019-08-14,2034-08-14,645069.11,549596.86,3.67,180,IL,purchase,E,5-10 years,<30k,current,0,Wells Fargo Servicing,2026-08-10,2026-08-17,complete,servicing_core
L-100838,B-500838,mortgage,2023-09-12,2043-09-12,528493.58,249524.04,7.66,240,VA,refinance,B,10+ years,50k-75k,current,0,Wells Fargo Servicing,2026-06-16,2026-08-13,verified,legacy_crm
L-100839,B-500839,mortgage,2018-01-10,2038-01-10,212299.64,79962.89,6.86,240,VA,home_improvement,E,5-10 years,150k+,current,0,Freedom Mortgage,2026-07-05,2026-08-03,complete,portal_upload
L-100840,B-500840,commercial,2023-05-15,2020-01-01,379955.30,238723.84,5.29,84,IN,cash_out_refinance,A,3-5 years,150k+,current,0,Chase Home Lending,2026-08-20,2026-08-15,verified,portal_upload
L-100841,B-500841,auto,2021-04-22,2028-04-22,402372.79,237095.87,8.60,84,NY,purchase,A,3-5 years,30k-50k,current,0,First National,2026-08-21,2026-08-11,complete,origination
L-100842,B-500842,auto,2020-09-15,2025-09-15,311726.05,142218.78,6.05,60,OR,refinance,D,1-3 years,150k+,current,0,Rocket Servicing,2026-06-02,2026-08-21,complete,origination
L-100843,B-500843,mortgage,2023-10-10,2038-10-10,69730.78,0.00,4.69,180,PA,purchase,A,< 1 year,50k-75k,closed,0,Pennymac,2026-07-23,2026-08-10,complete,legacy_crm
L-100844,B-500844,mortgage,2020-12-27,2040-12-27,536180.00,385887.54,6.76,240,TX,debt_consolidation,B,1-3 years,100k-150k,current,0,Rocket Servicing,2026-07-14,2026-08-09,verified,origination
L-100845,B-500845,mortgage,2021-01-04,2051-01-04,465894.74,407135.53,7.59,360,NC,debt_consolidation,A,10+ years,150k+,current,0,Freedom Mortgage,2026-08-25,2026-08-13,complete,origination
L-100846,B-500846,mortgage,2018-07-22,2048-07-22,465418.36,278572.46,4.94,360,TX,home_improvement,C,1-3 years,50k-75k,current,0,Rocket Servicing,2026-06-10,2026-08-05,verified,portal_upload
L-100847,B-500847,student,2019-12-21,2029-12-21,573592.63,408217.02,4.85,120,VA,refinance,E,3-5 years,150k+,current,0,Wells Fargo Servicing,2026-08-27,2026-08-10,verified,legacy_crm
L-100848,B-500848,mortgage,2020-08-07,2040-08-07,394953.84,290561.88,6.13,240,PA,cash_out_refinance,C,< 1 year,75k-100k,current,0,LoanCare,2026-08-06,2026-08-25,verified,portal_upload
L-100849,B-500849,student,2019-06-25,2024-06-25,506730.55,393847.34,5.26,60,IN,purchase,B,< 1 year,50k-75k,current,0,LoanCare,2026-08-21,2026-08-11,complete,legacy_crm
L-100850,B-500850,mortgage,2023-05-15,2020-01-01,178087.20,160070.40,3.34,240,OK,purchase,B,3-5 years,150k+,current,0,Chase Home Lending,2026-06-27,2026-08-23,complete,origination
L-100851,B-500851,auto,2018-07-08,2023-07-08,156960.81,42440.82,4.73,60,NJ,cash_out_refinance,D,1-3 years,<30k,current,0,First National,2026-07-07,2026-08-25,complete,legacy_crm
L-100852,B-500852,personal,2018-06-14,2028-06-14,155140.83,44339.80,3.60,120,WA,refinance,B,10+ years,150k+,current,0,Wells Fargo Servicing,2026-06-13,2026-08-11,verified,portal_upload
L-100853,B-500853,mortgage,2019-09-13,2049-09-13,557183.56,108858.30,4.45,360,SC,purchase,E,1-3 years,50k-75k,current,0,Mr. Cooper,2026-08-20,2026-08-05,complete,servicing_core
L-100854,B-500854,commercial,2021-07-18,2031-07-18,472615.59,134064.40,3.96,120,FL,home_improvement,A,3-5 years,50k-75k,current,0,Rocket Servicing,2026-07-07,2026-08-13,verified,legacy_crm
L-100855,B-500855,auto,2024-05-10,2027-05-10,344986.49,69189.29,3.96,36,AL,refinance,E,1-3 years,50k-75k,current,0,Wells Fargo Servicing,2026-07-04,2026-08-06,complete,origination
L-100856,B-500856,commercial,2022-10-08,2032-10-08,158133.65,24208.05,7.83,120,KY,cash_out_refinance,C,10+ years,<30k,delinquent,60,Wells Fargo Servicing,2026-07-08,2026-08-10,complete,portal_upload
L-100857,B-500857,mortgage,2023-08-04,2053-08-04,65676.78,16820.24,4.13,360,WI,refinance,B,5-10 years,30k-50k,current,0,Chase Home Lending,2026-06-28,2026-08-15,complete,servicing_core
L-100858,B-500858,auto,2023-05-24,2026-05-24,471723.41,137060.82,7.93,36,OR,refinance,D,< 1 year,50k-75k,current,0,Freedom Mortgage,2026-08-13,2026-08-18,complete,portal_upload
L-100859,B-500859,mortgage,2019-04-11,2049-04-11,602224.99,448037.91,6.48,360,KY,debt_consolidation,E,< 1 year,75k-100k,current,0,Rocket Servicing,2026-08-14,2026-08-24,verified,origination
L-100860,B-500860,commercial,2023-05-15,2020-01-01,135224.14,49516.98,7.46,120,NY,purchase,B,< 1 year,75k-100k,current,0,Wells Fargo Servicing,2026-08-10,2026-08-16,complete,origination
L-100861,B-500861,mortgage,2021-09-28,2051-09-28,259467.61,150333.52,8.72,360,OH,refinance,D,1-3 years,30k-50k,current,0,Wells Fargo Servicing,2026-08-24,2026-08-08,verified,origination
L-100862,B-500862,auto,2022-02-27,2029-02-27,260322.83,141719.40,7.78,84,OH,home_improvement,B,3-5 years,50k-75k,current,0,Rocket Servicing,2026-08-22,2026-08-04,verified,origination
L-100863,B-500863,student,2023-01-17,2028-01-17,190273.12,71737.00,5.62,60,MN,home_improvement,D,5-10 years,50k-75k,current,0,Rocket Servicing,2026-06-20,2026-08-19,complete,servicing_core
L-100864,B-500864,mortgage,2021-07-10,2041-07-10,559222.12,155605.19,5.64,240,SC,cash_out_refinance,E,5-10 years,100k-150k,current,0,LoanCare,2026-07-16,2026-08-21,complete,origination
L-100865,B-500865,mortgage,2019-11-09,2049-11-09,204022.34,99547.44,5.26,360,WA,refinance,B,< 1 year,75k-100k,current,0,First National,2026-08-14,2026-08-05,complete,origination
L-100866,B-500866,personal,2023-04-10,2026-04-10,624541.34,523621.98,6.79,36,MI,refinance,C,1-3 years,50k-75k,current,0,Rocket Servicing,2026-08-09,2026-08-20,complete,origination
L-100867,B-500867,commercial,2020-07-18,2027-07-18,150693.71,94779.71,4.72,84,WI,debt_consolidation,E,3-5 years,30k-50k,current,0,First National,2026-06-03,2026-08-08,complete,origination
L-100868,B-500868,commercial,2021-12-08,2024-12-08,477393.94,77915.46,6.14,36,NC,home_improvement,A,3-5 years,30k-50k,current,0,Wells Fargo Servicing,2026-06-15,2026-08-17,complete,servicing_core
L-100869,B-500869,mortgage,2020-08-04,2040-08-04,591167.31,560776.44,5.53,240,CA,purchase,B,3-5 years,50k-75k,current,0,Mr. Cooper,2026-06-28,2026-08-01,complete,legacy_crm
L-100870,B-500870,personal,2023-05-15,2020-01-01,554555.54,279109.13,5.68,84,MA,debt_consolidation,E,< 1 year,30k-50k,current,0,Pennymac,2026-07-14,2026-08-22,complete,origination
L-100871,B-500871,commercial,2019-02-11,2024-02-11,297479.54,119418.68,5.09,60,GA,cash_out_refinance,E,5-10 years,75k-100k,current,0,Wells Fargo Servicing,2026-06-16,2026-08-02,complete,portal_upload
L-100872,B-500872,mortgage,2022-05-28,2037-05-28,589173.66,160469.65,7.17,180,AL,debt_consolidation,B,1-3 years,30k-50k,current,0,Freedom Mortgage,2026-08-26,2026-08-10,complete,servicing_core
L-100873,B-500873,personal,2019-02-25,2026-02-25,120012.39,33727.42,7.85,84,NC,refinance,B,1-3 years,75k-100k,current,0,Pennymac,2026-06-03,2026-08-07,complete,legacy_crm
L-100874,B-500874,mortgage,2020-02-11,2040-02-11,489609.04,144714.42,4.75,240,NJ,cash_out_refinance,C,3-5 years,150k+,current,0,Pennymac,2026-08-25,2026-08-21,complete,origination
L-100875,B-500875,mortgage,2023-12-06,2038-12-06,279824.87,216058.42,8.56,180,CT,purchase,A,3-5 years,30k-50k,current,0,Pennymac,2026-08-15,2026-08-11,verified,servicing_core
L-100876,B-500876,student,2020-06-22,2030-06-22,192433.91,153735.32,6.35,120,CA,purchase,E,3-5 years,100k-150k,current,0,LoanCare,2026-06-15,2026-08-24,verified,origination
L-100877,B-500877,mortgage,2018-08-05,2038-08-05,294079.82,63517.64,5.01,240,IL,purchase,C,< 1 year,75k-100k,current,0,Rocket Servicing,2026-06-15,2026-08-09,complete,portal_upload
L-100878,B-500878,mortgage,2024-04-15,2039-04-15,574124.18,357901.71,4.76,180,TN,debt_consolidation,D,10+ years,100k-150k,current,0,Rocket Servicing,2026-07-27,2026-08-04,verified,portal_upload
L-100879,B-500879,student,2023-06-17,2030-06-17,408554.57,293696.21,4.21,84,OK,home_improvement,E,5-10 years,50k-75k,current,0,Chase Home Lending,2026-07-14,2026-08-09,complete,portal_upload
L-100880,B-500880,commercial,2023-05-15,2020-01-01,503347.84,87059.33,5.30,60,NJ,refinance,B,3-5 years,150k+,current,0,Freedom Mortgage,2026-07-17,2026-08-24,complete,servicing_core
L-100881,B-500881,mortgage,2023-07-11,2053-07-11,376289.79,333676.83,4.90,360,MA,home_improvement,B,5-10 years,75k-100k,current,0,Rocket Servicing,2026-07-18,2026-08-02,complete,origination
L-100882,B-500882,mortgage,2023-01-10,2038-01-10,336467.25,164905.69,4.73,180,CT,home_improvement,C,3-5 years,<30k,current,0,Mr. Cooper,2026-06-02,2026-08-06,verified,origination
L-100883,B-500883,mortgage,2023-04-07,2053-04-07,262636.29,101745.79,6.09,360,IL,refinance,E,5-10 years,<30k,current,0,Wells Fargo Servicing,2026-08-26,2026-08-22,complete,servicing_core
L-100884,B-500884,student,2018-05-17,2028-05-17,85332.32,61763.43,7.63,120,UT,debt_consolidation,A,5-10 years,50k-75k,delinquent,120,Rocket Servicing,2026-08-12,2026-08-17,complete,servicing_core
L-100885,B-500885,mortgage,2020-04-05,2040-04-05,558275.55,371884.80,4.75,240,FL,refinance,B,< 1 year,50k-75k,current,0,Freedom Mortgage,2026-06-03,2026-08-14,complete,servicing_core
L-100886,B-500886,mortgage,2020-12-24,2035-12-24,511495.30,180001.46,8.33,180,IL,debt_consolidation,E,10+ years,150k+,current,0,First National,2026-08-15,2026-08-25,verified,origination
L-100887,B-500887,auto,2023-04-01,2026-04-01,614930.47,409059.26,8.55,36,PA,purchase,A,1-3 years,75k-100k,current,0,Pennymac,2026-08-07,2026-08-12,complete,servicing_core
L-100888,B-500888,mortgage,2024-05-22,2054-05-22,511049.71,391808.25,6.21,360,TX,home_improvement,D,< 1 year,<30k,current,0,Wells Fargo Servicing,2026-06-18,2026-08-09,complete,origination
L-100889,B-500889,auto,2024-02-02,2029-02-02,333956.31,74017.58,3.44,60,CT,refinance,D,3-5 years,75k-100k,current,0,Chase Home Lending,2026-06-11,2026-08-20,complete,legacy_crm
L-100890,B-500890,auto,2023-05-15,2020-01-01,109383.36,53756.59,5.80,84,IN,home_improvement,D,1-3 years,150k+,current,0,Chase Home Lending,2026-06-07,2026-08-10,complete,portal_upload
L-100891,B-500891,mortgage,2022-08-17,2042-08-17,85842.40,13241.62,5.40,240,LA,home_improvement,A,< 1 year,50k-75k,current,0,Chase Home Lending,2026-06-18,2026-08-08,complete,origination
L-100892,B-500892,personal,2018-05-04,2021-05-04,347825.96,219588.72,8.12,36,IN,debt_consolidation,C,< 1 year,<30k,current,0,Mr. Cooper,2026-08-18,2026-08-04,verified,servicing_core
L-100893,B-500893,mortgage,2020-07-15,2035-07-15,541433.23,455434.27,5.98,180,TN,refinance,D,3-5 years,50k-75k,current,0,Rocket Servicing,2026-08-26,2026-08-06,verified,portal_upload
L-100894,B-500894,personal,2023-10-19,2028-10-19,161688.31,98735.77,7.57,60,VA,home_improvement,A,5-10 years,<30k,current,0,Chase Home Lending,2026-06-04,2026-08-23,verified,legacy_crm
L-100895,B-500895,mortgage,2024-11-06,2039-11-06,552987.63,313837.83,7.72,180,NC,purchase,C,< 1 year,30k-50k,current,0,Chase Home Lending,2026-08-02,2026-08-06,complete,legacy_crm
L-100896,B-500896,mortgage,2020-09-11,2040-09-11,500483.90,397297.88,3.31,240,GA,debt_consolidation,E,5-10 years,100k-150k,current,0,Pennymac,2026-08-06,2026-08-18,complete,origination
L-100897,B-500897,mortgage,2019-07-02,2034-07-02,406671.72,376336.94,5.10,180,MN,purchase,C,5-10 years,100k-150k,current,0,Rocket Servicing,2026-08-11,2026-08-15,verified,portal_upload
L-100898,B-500898,auto,2024-08-09,2034-08-09,401218.72,131339.52,8.38,120,CA,debt_consolidation,E,< 1 year,150k+,current,0,Freedom Mortgage,2026-07-11,2026-08-05,complete,legacy_crm
L-100899,B-500899,auto,2023-10-10,2030-10-10,587109.82,248357.47,7.36,84,NJ,purchase,D,3-5 years,<30k,current,0,Wells Fargo Servicing,2026-06-14,2026-08-16,complete,legacy_crm
L-100900,B-500900,mortgage,2023-05-15,2020-01-01,97847.29,36783.82,6.15,360,AL,debt_consolidation,C,1-3 years,<30k,current,0,Pennymac,2026-07-21,2026-08-07,complete,legacy_crm
L-100901,B-500901,commercial,2019-10-08,2029-10-08,419517.05,327562.60,6.02,120,MA,debt_consolidation,D,3-5 years,<30k,current,0,Chase Home Lending,2026-07-06,2026-08-02,complete,origination
L-100902,B-500902,mortgage,2024-08-05,2054-08-05,589082.49,370620.86,5.06,360,NJ,cash_out_refinance,A,1-3 years,<30k,current,0,Chase Home Lending,2026-06-09,2026-08-09,verified,origination
L-100903,B-500903,mortgage,2022-12-27,2052-12-27,143064.02,0.00,8.00,360,CA,debt_consolidation,D,1-3 years,150k+,closed,0,Mr. Cooper,2026-06-07,2026-08-25,complete,servicing_core
L-100904,B-500904,mortgage,2020-12-06,2035-12-06,612542.29,458050.21,7.24,180,UT,refinance,C,< 1 year,150k+,current,0,Rocket Servicing,2026-07-16,2026-08-22,complete,servicing_core
L-100905,B-500905,personal,2018-04-23,2028-04-23,123926.72,98969.13,5.93,120,WI,purchase,E,5-10 years,<30k,current,0,Mr. Cooper,2026-06-19,2026-08-14,complete,portal_upload
L-100906,B-500906,personal,2022-04-01,2025-04-01,371974.86,71402.99,5.74,36,PA,debt_consolidation,C,1-3 years,<30k,current,0,Pennymac,2026-06-03,2026-08-23,verified,origination
L-100907,B-500907,mortgage,2023-03-15,2038-03-15,412955.54,388877.84,6.03,180,NY,cash_out_refinance,E,3-5 years,150k+,current,0,First National,2026-08-09,2026-08-10,complete,origination
L-100908,B-500908,commercial,2019-01-18,2022-01-18,585821.75,209828.24,6.28,36,KY,cash_out_refinance,B,5-10 years,75k-100k,current,0,Freedom Mortgage,2026-08-08,2026-08-05,complete,legacy_crm
